Brand,Clothing,Name,Rating,Review
Wilfred,Sweaters,New Plunge Front,5,"Comfy cardigan. The fabric is very high quality but I expect nothing less from Aritzia. Also, it’s better to buy slightly oversized. I bought XXS and it was wayyy too…read more"
Wilfred,Sweaters,New Plunge Front,5,So trendy! Good quality! Fits a bit big.
Wilfred,Sweaters,New Plunge Front,5,Amazing. I would definitely recommend this cardigan to a friend! The fit was perfect and the cardigan itself is so versatile.
Wilfred,Sweaters,New Plunge Front,5,My second cardigan. I can't get enough. This is my second purchase. I have a beige and green. I absolutely love them. I got small size and it fits perfectly. I am 5ft7in and 148 pounds. I we…read more
Wilfred,Sweaters,New Plunge Front,5,Perfect everyday sweater. I bought this in the Herring colour and it’s perfect for throwing on as a layer this time of year. It’s very soft and I personally don’t find it itchy…read more
Wilfred,Sweaters,New Plunge Front,4,"Must have! So cute, been on the hunt for this to come out in different colours and I'm so so happy it did, extremely happy with this cardigan, its so cute and co…read more"
Wilfred,Sweaters,New Plunge Front,3,"Bought th Thais cardigan in XXS, this newer version fits smaller. Bought it in the herring colour, thinking it would be beige but it's more like a grey-beige. Also, it fits smaller, so size up."
Wilfred,Sweaters,New Plunge Front,5,Flattering fitted front cardi. Casual and high tone. Basic and understated. Comfortable.
Wilfred,Sweaters,New Plunge Front,5,So summer. I love this sweater so much!
Wilfred,Sweaters,New Plunge Front,5,"New fave! The silhouette of this cardigan is really different and flattering. I love that you can button it up to give you the illusion of a tiny waist, and the…read more"
Wilfred,Sweaters,New Plunge Front,3,Nice sweater. I love the look and shape of the sweater. I think it really is unique. The white isn't a harsh white which I thought it was going to be. I ordered thi…read more
Wilfred,Sweaters,New Plunge Front,5,"Really cute cardigan. Love this cardigan, goes with everything and is so flattering. I went true to size and it's perfect!"
Wilfred,Sweaters,New Plunge Front,5,Very versatile cardigan. this cardigan is so easy to style! definitely a must. easy to dress up or dress down. i also love that this is merino wool and cotton because it keeps…read more
Wilfred,Sweaters,New Plunge Front,5,"Totally worth the price. Love this cardigan, so classy and timeless. Looking forward to buying more!"
Wilfred,Sweaters,New Plunge Front,2,Painfully itchy. Very cute cut but it's soooo itchy. I felt I like I was going to break out in a rash. This is not made of merino wool as it seems previous versions were.
Wilfred,Sweaters,New Plunge Front,2,Sensitive skin gals beware! This cardigan is SO itchy. I knew right away it wasn't going to work out. Super bummed because it's so cute IRL.P
Wilfred,Sweaters,New Plunge Front,5,"True to size. This version is true to size. Fits great, love it!"
Wilfred,Sweaters,Alessia,5,Elegant. I got this beauty in Sand and love it!
Wilfred,Sweaters,Alessia,5,Looks awesome. So flattering! I love the arms so much! I got a M.
Wilfred,Sweaters,Alessia,5,"Very cute. Very very cute cardigan. I especially love the bubbly sleeves, feel very pretty and feminine wearing it."
Wilfred,Sweaters,Alessia,5,"So cute can't wait to wear it. Hits just at the right spot. It’s pretty TTS, I range from XXS-XS in tops"
Wilfred,Sweaters,Alessia,5,"Obsessed. This is my new favourite sweater in my wardrobe! I love the puffy sleeve and tight cuff with the fitted body. The enamel buttons are so chic, love wea…read more"
Wilfred,Sweaters,Alessia,5,Love it! It’s cute! Fits perfectly and goes with a lot of outfits.
Wilfred,Sweaters,Alessia,5,So freakin' cute. I get compliments every time I wear this. Sooooo cute. The fabric is so soft and comfy. No pilling with this fabric either!
Wilfred,Sweaters,Alessia,5,"Nice cardigan, but not for me. Cute but looks a little boxy on me."
Wilfred,Sweaters,Alessia,4,Soft material and beautiful style. I liked the material and style but the sleeves stretch out way too much by end of day. Looks nice when wearing it for the first few hours but by end o…read more
Wilfred,Sweaters,Alessia,5,Better than the winter one. Loved the winter one that came out but it was to itchy for me so was super excited when this one came out. It’s super soft and so flattering. Original…read more
Wilfred,Dresses,Tempest,None,None
TNA,Sweatshirts,Boyfriend Hoodie,None,None
TNA,Sweatshirts,Boyfriend Zip Hoodie,None,None
TNA,Sweatshirts,"I'm such a sucker for a good basic and this is one of them. I saw my co-worker wearing this top in the black color with high-waisted trousers and wow did she look cute. The top just looked comfortable and fitted but in a comfortable way. I ended up ordering the black myself and I loved it. It looked really short when I got in the mail but after I put it on it wasn't so bad. I truly recommend that every one size up a size as it does run a little smaller. I just ordered the grey and taupe color so I'll have three colors to play with. I wear this top with sweats, or high-waisted jeans or trousers or skirts!",5,So worth it! The hood is slightly big but overall love the hoodie!
TNA,Sweatshirts,The Perfect Hoodie,5,"Actually the perfect hoodie! Perfect weight, great material. Great fit great color. "
TNA,Sweatshirts,The Perfect Hoodie,5,It is literally the perfect hoodie! I loved it and the washed off color it has. Absolutely great quality will be buying more!
TNA,Sweatshirts,The Perfect Hoodie,5,"my new fave hoodie, definitely gunna order in a lot more colours. So comfy, not too heavy."
TNA,Sweatshirts,The Perfect Hoodie,5,"So comfy, So soft, a little tighter than I was expecting but I bought an xs."
TNA,Sweatshirts,The Perfect Hoodie,5,You need to own one.Oh so very soft & comfortable...I wear it more than any other hoodie. Wish it came in light yellow colour.
TNA,Sweatshirts,The Perfect Hoodie,5,"Awesome hoodie. this hoodie is just the perfect weight for summer, not too heavy and not too light. i love how the fabric drapes so nicely ! i would've usually got a …read more"
TNA,Sweatshirts,The Perfect Hoodie,5,Such a comfortable hoodie! The fit is great! Perfect hoodie to style with anything!
TNA,Sweatshirts,The Perfect Hoodie,5,"Roomy and cozy. I love the oversize fit, it looks great with leggings and loose fit jeans. The fabric is so soft I never want to take it off!"
TNA,Sweatshirts,The Perfect Hoodie,4,"Great sweatshirt but small. I love it, would have given 5 stars but I got a large so it would be oversized and it fit smaller than I expected."
TNA,Sweatshirts,The Perfect Hoodie,5,Love. So cozy for the summer nights!
TNA,Sweatpants,The Perfect Jogger,None,None
TNA,Sweatpants,The Slim Sweatpant,None,None
TNA,Sweatshirts,The Perfect Light Hoodie,5,"Literally perfect. Love the fit, the material, the weight! It is very comfortable. I previously bought the thicker version of this style and it was super soft but it fit…read more"
TNA,Sweatshirts,The Perfect Light Hoodie,5,Love love love. t is so light and comfy! I’m obsessed with it! I got a size large and it’s the perfect oversized hoodie for me!
TNA,Sweatshirts,The Perfect Light Hoodie,5,"The perfect hoodie it is! Bought a light hoodie and regular fleece hoodie too. Sooooo comfortable, true to size with enough room to feel relaxed and super cozy in. Loving the b…read more"
TNA,Sweatshirts,The Perfect Light Hoodie,5,I love it! I love this hoodie! It’s perfect for summer nights as it’s a extra layer but still not to hot. If you are going to buy it just remember it’s pretty li…read more
TNA,Sweatshirts,The Perfect Light Hoodie,5,Fits perfect. Love the material. Love the sweater. Fits perfect and the material is so soft. So glad I got it
TNA,Sweatshirts,The Perfect Light Hoodie,5,"The perfect hoodie lives up to its nameThe colour (gd stone taupe) is a little on the cooler side in person but it's a very beautiful neutral. I'm probably a size s but I went with a m because I dont like like hoodies too fitted. This fit is more of a standard ""narrow"" fit rather than their other oversized styles. The light fabric is still soft and keeps me warm enough, but drapes nice."
TNA,Sweatshirts,The Perfect Light Hoodie,4,Cute but overpriced for the quality. I wish I had sized up just to get an oversized fit like the other TNA hoodies I have. This also isn't super soft and is more of a light weight pullover.
TNA,Sweatshirts,The Perfect Light Hoodie,4,"Love this hoodie, the light fabric makes it an amazing summer night hoodie!"
TNA,Sweatshirts,The Perfect Light Hoodie,5,This hoodie is nice and light but still warm. Fits tts and looks great with jeans and the matching pants.
TNA,Sweatshirts,The Perfect Light Hoodie,5,New Favourite hoodie. My new favorite hoodie. I love how the light hoodie fits.
TNA,Sweatshirts,The Perfect Light Hoodie,5,Love it! Very comfy and relatively light. Perfect hoodie.
TNA,Sweatshirts,The Perfect Light Hoodie,5,"I adore this sweater. I feel like this hoodie is true to size. I am 5'1"" tall, and about 120lbs, stalkier/athletic build. I don't have the standard Small measurements, a bi…read more"
TNA,Sweatshirts,The Perfect Light Hoodie,5,Love everything at Aritzia! I wanted a plain white hoodie that’s not too thick. I love this hoodie
TNA,Sweatshirts,The Perfect Light Hoodie,5,Love it! I wanted a plain white hoodie that’s not too thick. I love this hoodie
TNA,Sweatshirts,The Perfect Light Hoodie,5,Great hoodie. definitely would recommend
TNA,Sweatshirts,The Perfect Light Hoodie,5,I love this hoodie! It is very comfortable ! However i found it a little tight to wear it with something underneath.
TNA,Sweatshirts,The Perfect Light Hoodie,5,"Iconic. it seriously is the PERFECT light hoodie. It keeps you warm when you need it, but also is nice and cool for warm summer nights. I cannot stop wearing this hoodie & I’m about to buy legit every color"
TNA,Sweatshirts,The Perfect Light Hoodie,5,Lightweight and very comfortable. perfect fit and the packaging was really nice when i got it
TNA,Sweatshirts,The Perfect Light Hoodie,1,"Don't love this. Fit is fine, but after only having it for two days it began to pill and i wish such an expensive sweater wouldn't do this after not even washing it on…read more"
TNA,Sweatshirts,The Perfect Light Hoodie,5,"True to size. This fabric is so soft and comfy. Slouchy fit, true to size. "
TNA,Sweatshirts,The Perfect Light Hoodie,5,Not disappointed! This has to be one of my favorite sweaters ever. It’s true to size so I would recommend sizing up if you’d like a looser fight. The material is amazin…read more
TNA,Sweatshirts,The Perfect Light Hoodie,5,"Literally perfect! So cozy, love the texture But the first wash I put the pink sweater in a laundry bag and It turned the bag pink, better to not wash it with anything"
TNA,Sweatshirts,The Perfect Light Hoodie,5,Cute hoodie! The fabric is light & not too warm which is perfect for summer nights. Love the fit!
TNA,Sweatshirts,The Perfect Light Hoodie,5,"Love it! I like this hoodie more than the normal perfect hoodie because it is not bulky whatsoever! I’m 5”2 and 100lbs and it is very baggy on me, I would have…read more"
TNA,Sweatshirts,The Perfect Light Hoodie,5,Perfect lightweight hoodie! I really like this hoodie! It's very lightweight and comfortable! You can easily wear this in the summer time as it is not as bulky or thick. A perfec…read more
TNA,Sweatshirts,The Perfect Light Hoodie,4,"Nice, lots of pilling though. I got this hoodie in the taupe color. In natural lighting, the color is a very light, cool-toned brown. The photos make it look like there is a pink tone. It has a relaxed fit and is super comfy for wearing around the house. The only complaint I have is that there is a lot of pilling after one machine wash."
TNA,Sweatshirts,The Perfect Light Hoodie,4,Great! Love that color and soft fabric.
TNA,Sweatshirts,The Perfect Light Hoodie,5,Great hoodie. Normally I wear a medium but the small fit great.
TNA,Sweatshirts,The Perfect Light Hoodie,5,"Love. Such an amazing hoodie as it is light enough to wear on the warmer days, but your still able to stay cozy all day!"
TNA,Sweatshirts,The Perfect Light Hoodie,4,Cosy. Nice light sweatshirt and pretty colour. Very comfy and not too bulky.
TNA,Sweatshirts,The Perfect Light Hoodie,5,"Perfect light hoodie. Love this version of the Perfect Hoodie! Fits well, versatile, easier to take on and off because it’s lighter but doesn’t feel cheap. I want it in lik…read more"
TNA,Sweatshirts,The Perfect Light Hoodie,5,I ordered medium and it was perfect. Great colour and love the light weight knit.
TNA,Sweatshirts,The Perfect Light Hoodie,4,"Great for cool summer evenings. This is a lighter weight version of the perfect hoodie. The Perfect Hoodie has a fleece inside lining, however this version is just terry on the insid…read more"
TNA,Sweatshirts,The Perfect Light Hoodie,5,Love this hoodie. Beautiful color and fits very comfortably but size up if you want more of a loungey feel.
TNA,Sweatshirts,The Perfect Light Hoodie,4,"Goof fit, lightweight. The fit looks nice. Not as comfy as the traditional perfect hoodie, which I love. Would have liked more of that comfortable material. Very lightweight…read more"
TNA,Sweatshirts,The Perfect Light Hoodie,5,"Comfiest sweater. Loved the sweater, really comfy!!"
TNA,Sweatshirts,The Perfect Light Hoodie,5,I love the colour and the fabric on it is exactly as you would think it would feel being the light version of the hoodie. I usually am an XS or S but …read more
TNA,Sweatshirts,The Perfect Light Hoodie,5,Love this sweatshirt. This Sweatshirt is the perfect weight and size. Slightly oversized and very comfy. The colour is great. I hope they make more colours. I'm 5'10 and th…read more
TNA,Sweatshirts,The Perfect Light Hoodie,5,Great hoodie. Love this hoodie so much!! Its not to heavy and the material is very soft and comfy perfect for just lounging around
TNA,Sweatshirts,The Perfect Light Hoodie,5,"New Staple Piece. I love this hoodie! Very comfortable, nice color and I have already worn it 3 days in a row."
TNA,Sweatshirts,The Perfect Light Hoodie,5,Super soft. Fits is exactly how I wanted! So comfy and soft perfect for staying at home!
TNA,Sweatshirts,The Oversized Crew,3,Taupe is a nope! I 100000% agree with the reviewer below me. The sweater is cute but the taupe is way darker than photographed. To be fair I photographed it myself and…read more
TNA,Sweatshirts,The Oversized Crew,3,"Different colour. Like others have said, the Gd Stone Taupe colour is much darker than it appears in these photos. As well, the material is thinner than the other Overs…read more"
TNA,Sweatshirts,The Oversized Crew,2,Not what I expected. I thought the crew neck would be the classic thick one but I ended up with this thin material which led me to believe they made a mistake and gave me …read more
TNA,Sweatshirts,The Oversized Crew,3,Different material than expected. I ordered this sweater in the Stone Taupe colour and when it arrived it was much darker than I expected as the picture made it appear much lighter in …read more.
TNA,Sweatshirts,The Oversized Crew,5,Perfect crew neck. Love this hoodie. Fits great and super comfy oversized.
TNA,Sweatshirts,The Oversized Crew,3,"Thinner than expected. The product description said it was TNA's classic fleece but when I received it, it was almost as thin as my ''light crewneck,"" but I liked the grey c…read more"
TNA,Sweatshirts,The Oversized Crew,5,So comfy. I got this sweater 5 days ago and I’ve been wearing nonstop...it should be called the perfect oversized crew. I sized up for extra length so that I ca…read more
TNA,Sweatshirts,The Oversized Crew,5,"Great fit. Love the sweater , stains easily though . Got the biggest size for an over exaggerated fit ."
TNA,Sweatshirts,The Oversized Crew,5,Fits well and very comfortable. Highly recommended. It is thicker so good got colder days. The cuff is fitted which is a nice feature as well.
TNA,Sweatshirts,The Oversized Crew,5,Great oversized look and comfy. Got size 1 and it fits great. It's slightly longer in the body and sleeves are perfect length. I got the grey and the taupe. The grey is going back be…read more
TNA,Sweatshirts,The Oversized Crew,5,Best crew neck. I'm a sucker for TNA crewnecks because their quality is amazing and the colours are beautiful. Yes the sweaters are pricier than other retail stores b…read more
Babaton,Blouses,Cowlneck Camisole,5,Love the texture! I thought it’s a little pricy for a camisole at first. But the feel when I touch it and the cut are really fabulous. I am 5’5” and 145lbs and the size S fits. Bought the green color. Will buy other colors once there is any promotion.
Babaton,Blouses,Cowlneck Camisole,5,"Super cute! Love the boxier fit through the body. Super cute, perfect for day or night!"
Babaton,Blouses,Cowlneck Camisole,5,"Love! Love this tank! Quality is great. Runs large - I'm 5'6, 150 lbs and I purchased an XS. The dawn pink color is beautiful but a little more muted/darker…read more"
Babaton,Blouses,Cowlneck Camisole,5,Closet staple! Everyone needs this camisole on standby! Feels like a second skin. Drapes beautifully (non hugging) and is super flattering in the mid section. I love…read more
Babaton,Blouses,Cowlneck Camisole,5,So cute! Beautiful fabric and very feminine design
Babaton,Blouses,Cowlneck Camisole,5,"Stunning top & don't need to wear a bra. This is a gorgeous camisole top. I wasn't sure about it initially as I'm somewhat busty and broad but this top fits perfectly, if not a little larger.…read more"
Babaton,Blouses,Cowlneck Camisole,3,"Nice. Got the light beige one, the under fabric across the chest is too noticeable so I returned it. Very nice fabric. I think darker colours probably look …read more"
Babaton,Blouses,Cowlneck Camisole,5,Perfect tank. This is literally the perfect tank. Super flattering. You an dress it up or down - what I go to for dates and concerts yet I can still pull off at work.
Babaton,Blouses,Cowlneck Camisole,5,"I'm going to buy a second one. One of my new favorites for now, got so many compliments and it fits so perfect. It's dressy and good to wear on a night out."
Babaton,Blouses,Cowlneck Camisole,5,Love. I really love the fit and fabric of this top. It’s really cute and I already want to buy it in other colours!
Babaton,Blouses,Cowlneck Camisole,3,"Love the style but not in a while. The style, fabric and fit are great, but because the cowlneck requires a double layer of fabric the white color shows through as it only goes halfway …read more"
Babaton,Skirts,Mini Slip Skirt,3,"Decent! Pretty shear for lighter colours, would be nice on a super hot day! Decently long and work appropriate too!"
Babaton,Skirts,Mini Slip Skirt,4,"Waist too large. Absolutely love it. Only issue is that it’s a bit big for my waist, but this is a regular issue in buying clothes for me. Would be great if there was …read more"
Babaton,Skirts,Mini Slip Skirt,5,"Mini slip skirt in denude. Great feel/material, looks great with tanks, tees, sweaters, etc. Super easy to make a cute outfit with this as a base. Beautiful fit and not too shor…read more"
Babaton,Skirts,Mini Slip Skirt,4,Alternative for not-so-tall. I have & love mid-calf slips. Mini slips are great for warmer weather and to show more leg for shorter ladies. Am usually size 4; upsized to skim over…read more
Babaton,Skirts,Mini Slip Skirt,5,Perfect. I have both the regular and mini skirt and I prefer this one. It's a very flattering and comfortable wear. I do agree to size up if you are curvy beca…read more
Babaton,Skirts,Mini Slip Skirt,5,"Love this skirt, perfect for everything. Quality is amazing, fits true to size"
Babaton,Skirts,Mini Slip Skirt,3,Very see-through. As much as I love this skirt - I am a little dissapointed with how see-through it is. You'll either have to ditch the underwear altogether or wear a n…read more
Babaton,Skirts,Mini Slip Skirt,5,Perfect mini skirt. Nice fabric and love the color offering. 
Babaton,Skirts,Mini Slip Skirt,5,Beautiful piece. Absolutely in love with this skirt! Super comfy while looking like there was an effort put into your outfit. I would have to say to definitely size up…read more
Babaton,Skirts,Mini Slip Skirt,5,"So cute and versatile. I first ordered this skirt in the color denude, the fit was great and I loved the length however the color felt difficult to wear with anything that isn’t black or white. I decided to order the color starboard and I am in love! Extremely flattering and looks cute with a variety of tops! I ordered the Little Moon “Martini T-shirt” and the Wilfred “Tempest blouse” specifically to wear with this skirt and both look amazing with it! So easy to dress up or down making it the perfect skirt for any occasion. Runs completely true to size and was pleasantly surprised with an elastic waistband (will still fit after quarantine snacking). I’ve already recommended this to friends!"
Babaton,Skirts,Mini Slip Skirt,3,"Not worth the price - see-through fabric and cheap elastic construction. I am not really one to write negative reviews, but I feel like this skirt is not worth the hefty price tag. I think it can be vastly improved by addin…read more"
Babaton,Skirts,Mini Slip Skirt,5,"Love this skirt. A bit tighter than I thought, but I think I didn’t take the right size"
Babaton,Skirts,Mini Slip Skirt,4,"Great skirt, but some flaws! Overall, the skirt is so soft and fits perfectly! I usually am a size 8 in pants and the size 8 in the skirt was perfect. I am also 5'10"" and the skir…read more"
Babaton,Skirts,Mini Slip Skirt,4,Cute but long. This skirt is super cute but is a bit long. I would recommend sizing down a size.
Babaton,Skirts,Mini Slip Skirt,4,"Beautiful fit! I was worried this would be unflattering, but it drapes nicely without looking too tight or baggy. I am normally a 2-4 and the 4 was perfect. If you w…read more"
Babaton,Skirts,Mini Slip Skirt,4,"Not a mini skirt. Beautiful color and quality, but the skirt is too long to be called a mini skirt. It's only 2-3"" above the knees. I'm 5 7"" tall, 137lbs, and I purchas…read more"
Babaton,Skirts,Mini Slip Skirt,5,Very good. Fits very well. 
Babaton,Bodysuits,Contour Longsleeve Bodysuit,5,Favourite of all time. Super slimming and comfy. Can definitely dress up or down
Babaton,Bodysuits,Contour Longsleeve Bodysuit,5,"I have this bodysuit in both black and white! They were definitely my go-to this past winter. It's such great material and it does fit tight, but I ca…read more"
Babaton,Bodysuits,Contour Longsleeve Bodysuit,5,True to size. Fits great if your tall
Babaton,Bodysuits,Contour Longsleeve Bodysuit,5,beautiful quality and beautiful cut
Babaton,Bodysuits,Contour Longsleeve Bodysuit,5,"I love. This is my first time buying from aritzia and my first time spending over $60 on a shirt. Honestly I love the fit, its really stretchy and comfortable…read more"
Babaton,Bodysuits,Contour Longsleeve Bodysuit,5,Small for a small. i usually get small but this one seems to be slightly tighter
Babaton,Bodysuits,Contour Longsleeve Bodysuit,3,"Be careful with sizing! Note the no return policy for online purchase! The bodysuit fit weird -- very tight arms, loose shoulders, and pretty un-flattering across the midsect…read more"
Babaton,Bodysuits,Contour Longsleeve Bodysuit,2,"Awkward fit. I ordered this online which was my first mistake. Highly recommend that if you want to buy any bodysuits from Aritzia, to buy in store as you cannot g…read more"
Babaton,Bodysuits,Contour Longsleeve Bodysuit,5,"Nice bodysuit! Highly recommended. Nice material, fits well."
Babaton,Bodysuits,Contour Longsleeve Bodysuit,5,Fit perfectly. Im usually in between sizes when it comes to bodysuits. I like mine a little tighter so the lady at the store recommended me to get the smaller size s…read more
Babaton,Bodysuits,Contour Longsleeve Bodysuit,5,Loved it! Every time I buy something from Aritzia it always fits perfect my go to store!!!
Babaton,Skirts,Sculpt Knit Scallop,5,"If you like white, must have. 100lbs , 5’. Xxs fits perfectly , the top front the neck pulls little bit , doesn’t show on the model but on me it does, could be defected item but I …read more"
Babaton,Skirts,Sculpt Knit Scallop,5,"I love this skirt. Fit perfect, very good quality,I will recommend this skirt"
Babaton,Skirts,Sculpt Knit Scallop,4,Good but go down a size. It was good quality but too loose on me. Go down a size
Babaton,Skirts,Sculpt Knit Scallop,5,"Luxury. Fit is perfect, material feels luxurious."
Babaton,Skirts,Sculpt Knit Scallop,4,"Pretty nice. I’m just under 5 ft. The skirt is a bit long - so it doesn’t hit me right below the knee like on the model. If I fold the waist band under, the length…read more"
Babaton,Skirts,Sculpt Knit Scallop,5,"Love this. Love the fit, perfect and very flattering. Getting in back as well as white"
Babaton,Skirts,Sculpt Knit Scallop,5,"Best little white skirt. Fits like a glove, classy and flattering."
Babaton,Dresses,Onyx,5,"Great fit, shimmy dress. Great fit for my regular sized boobs and butt. I got a 0 which is my normal size but since covid I’ve gained some weight. But it fits. Great neck line…read more"
Babaton,Dresses,Onyx,5,So flattering. I wear a 32dd & typically a 6 in jeans and got a 6 - so flattering! hugs you in the right places. arms are a bit big but overall a very beautiful dres…read more
